"Miralles Darmanin, José (or Josep)",1912
"Miralles Gacia, Nicolás",1948
"Miranda, Rogelio",1910
"Miret Aleu, Josep (or José)",1945
"Modolell Lluch, Francesc Xavier",1960s
"Modolell Marqués, Enric (or Enrique)",1967
"Molina Sánchez, José Antonio",1985
"Molina Torres, Antonio",1944
"Moncada Calvache, José",1944
"Monero, Luis",1899
"Monrós Julià, Alfred  (or Alfredo)",p.1948
"Monsalve Caruz, Ramón",1941
"Montané Mollfulleda, Lluís",1986
"Montañes, José",1956
"Montes Iturrioz, Gaspar",1994
"Mora Cirujeda, Luis",1951
"Moragas Botey, Salvador",1944
"Morales Marín, Miguel","1897,1901"
"Morales, Sofía",1989
"Morata Petit, Eusebio",1904
"Moré de la Torre, Francisco",1920
"Moreira Ramírez, Gonzalo","1910,1912"
"Moreno Sastre, Segundo","1901,1906"
"Moreno, Eloy",1951
"Mota y Morales, Vicente","1881,1906"
"Moya Martí, Enric (or Enrique)","1892,1918"
"Mucientes, Manuel",1951
"Mundó, Ignasi (or Ignacio)",1988
"Muñiz Mendoza, Marcial",1941
"Muñoz Condado, Pedro",1979
"Muñoz Díaz, Manuel","1887,1923"
"Muñoz Melgosa, José María",1934
"Muñoz Rubio, Ramón","1878,1910"
"Muntadas de Caparà, Maria",1926
"Nadal Horrach, Ramón",1973
"Navarro Escuder, Pere (or Pedro)",1898
"Navarro Romero, Vicente (or Vicenç, or Vicent)",1976
"Nido Navas, Antonio",1884
"Noguera Prat, Pilar",1892
"Nuet Martí, Josep Maria (or José María)",1944
"Núñez Carnicer, Ramón",1944
"Núñez González, Constancio",1927
"Núñez Miguez, José",1930
"Oates Coris, Jaime",1944
"Obiols Delgado, Gustau (or Gustavo)",1902
"Ochoa Blanco, Gabriel",1921
"Ocón Toribio, Adolfo",1910
"Odena Daura, Isidre (or Isidro)",1951
"Oliver Mauprivez, Amado",1942
"Oliveras Guart, Angel",1929
"Ortí Vitales, Marcelli (or Marcelino)","1911,1919"
"Ortiz Birasel, José",1927
"Ortiz Comellas, Nieves",1965
"Osmundo Gómez, Gabriel","1890,1904"
"Oteiza, Jorge de",1990
"Pagès López, Enric (or Enrique)",1944
"Palacio de Azaña, Fernando","1899,1904"
"Palacio, José del",1927
"Palao Ortubia, Luis",1904
"Palau Buxó, Joan (or Juan) de",1986
"Palau Oller, Josep (or José)",1960
"Palau, Josep (or José)","1932,1935"
"Palencia Ubanell, Gabriel",1901
"Palet Batiste, Joan (or Juan)",1980
"Pallarès Torruella, Lluís (or Luis)",1946
"Palmarola Romeu, Ramon",1944
"Pardo Galindo, Victoriano",1967
"Parra de Lanvin, Angeles",1944
"Parra Piquer, José Felipe",1864
"Pascual Bosom, Camilo",1948
"Pascual Monturiol, Eduard (or Eduardo)",1930
"Pascual Ribera, Alfredo (or Alfred)",1948
"Pastor Barón, Jaime","1901,1942"
"Pastor Valsero, Dionisio","1890,1892"
"Paternina García-Cid, Enrique (or Enric)",1910
"Pedragosa Torres, Joan (or Juan)",1965
"Pelfort Planell, Joan (or Juan)",1951
"Peña, Polonia de",1922
"Pérez de Valluerca, Eusebio","1887,1892"
"Pérez Lizano, Julio",1951
"Pérez Martínez, Manuel","1895,1896"
"Pérez Martínez, Tomás (or Thomas)",1988
"Pérez Ripoll, Julio",1950
"Pérez Vicente, Enrique",1951
"Picó Ribera, Hernán",1985
"Pico, José",1970
"Picola Hernández, Gonzalo",1944
"Pieltain Bartolí, Luis",1912
"Pinazo de Fernández Longoria, Marisa",1936
"Piquet Catulí, Josep  (or José)","1891,1904"
"Pla y Bo, Salvador",1878
"Planas Guasch, Fernando",1944
"Plans Sola, Josep (or José)",1944
"Polanco y Crespo, Victoriano","1880,1890"
"Porset y Martínez, Emilio","1897,1901"
"Potau Torre de Mer, Artur (or Arturo)",1961
"Pou Bosch, María","1926,1929"
"Pous Palau, Antoni (or Antonio)",1946
"Poy Dalmau, Emilio",1930
"Poy Dalmau, Manuel","1890,op.1908"
"Pozo y la Orden, Julián","1876,1900"
"Pradell Pujol, Damià (or Damián)","1896,1937"
"Pratginestós de Bonaparte, Eduard (or Eduardo)",1944
"Prevosti Casanova, Antoni (Or Antonio)",1944
"Prieto Coussent, Benito",1948
"Pueyo Matanza, José","1895,1912"
"Pulido Fernández, Ramón (or Rémon)",1919
"Querol Eloy, Jaume (or Jaime)",1944
"Quesada, Augusto Manuel","1842,op.1881"
"Quintana Montoto, Sócrates",1970
"Ramírez, Antonio",1942
"Ramos Artal, Manuel","1876,op.1910"
"Rebarter Gasulla, Josep","1894,1911"
"Regidor Gómez, Santiago",1897
"Reinés, Antoni (or Antonio)",1877
"Renom de Gárate, Miquel (or Miguel)",1951
"Revuelta, Rafael",1951
"Rey Padilla, Sebastián",1950
"Reyes Barroso, Alonso",1951
"Ribas Bertran, Marian (or Marià, or Mariano)",1975
"Ribed y Andriani, Alberto","1897,1904"
"Ribera Gómez, Francisco",1974
"Ribot Deu, Josep (or José)",1984
"Ricart Serra, Manuel",1984
"Ridaura Casademont, Carles",1944
"Riera Rojas, Roc (or Roque)",1984
"Riera Sicart, Juan",1944
"Rincón García, Carlos",1957
"Riosca, Joaquín",1927
"Ripoll Plana, Lluís (or Luis)",1944
"Riu Baragnes, Pere (or Pedro)",1944
"Robles Quintana, Angel",1923
"Roca Carrasco, Joaquín",1923
"Rocamora, Manuel",1964
"Rocha Canals, Luis Eduardo de la",1936
"Rocha y González, Eduardo de la","1892,1910"
"Rodríguez Moya, Rafael",1952
"Rodríguez Olavide, Genaro",1871
"Rodríguez, José Julio",1951
"Rodríguez, Santiago",1951
"Roé Claramunt, Joan (or Juan)",1988
"Roger y Alba, José",1887
"Roig Estradé, Pau (or Pablo)",1944
"Roiz, Pilar",1951
"Romero Escasi, José",1951
"Romero Jiménez, Rafael","1887,1895"
"Romero Mateo, Angel",1904
"Rosell Altimira, Antoni (or Antonio)",1977
"Rovira Soler, Josep (or José)",1980
"Rubio Jiménez, Mariano","1912,1922"
"Rueda, Miguel",1951
"Ruiz Martínez, Ezequiel (or Ecequiel)","1897,1901"
"Ruiz Morales, Francisco",1910
"Ruiz Morquecho, Valentín",1954
"Rumoroso y Valdés, Enrique","1878,1895"
"Sabater Vilar, Jesús",1944
"Sabatés Andorrà, Salvador",1946
"Saborit y Aroza, Enrique","1887,1897"
"Sagnier Vidal, Manuel",1953
"Sales Roviralta, Francesc (or Francisco)",1976
"Salgado, Demetrio",1989
"San Gil y Villanueva, Manuel","1876,doc.1891"
"Sánchez Campillo, José",1951
"Sánchez de la Peña, Luis","1895,1904"
"Sánchez Díaz, Leopoldo",1881
"Sánchez Ramos, Manuel","1858,doc.1868"
"Sánchez, Enrique",1951
"Sansón Martí, José",1944
"Santa Cruz y Bustamante, Ramiro de","1878,1884"
"Santa Cruz, Ricardo","1881,1883"
"Santa María Nadal, Juan",1920
"Santa Marina, José María",1944
"Santafé Largacha, Antonio",1971
"Santamaría Alvarez, Juan José",1951
"Santana, Tomás",1951
"Santaolaria Montoro, Vicente",1936
"Santos Murillo, Eduardo",1944
"Santos, Miguel de los",1871
"Sanz y de Santos, Santos","1906,1915"
"Sanz, Román",1890
"Sarabia-Benítez Ruiz de Esquive, Rafael",1943
"Saumells Panadès, Lluís Maria (or Luis María)",1970
"Savall Romeu, Juan",1944
"Sayol Sala, Tomàs",1969
"Segura Elías, Ramón",1951
"Segura Iglesias, Enrique",1979
"Seix Miralta, Joan",1932
"Sempere Sanchiz, Pascual",1941
"Serra Güell, Eudald (or Eudaldo)",1994
"Serrano Bossio, Pedro",1894
"Servando, Antonio",1951
"Setuain de la Torre, Andrés",1912
"Sevilla y Sánchez, Nicasio",1862
"Silvela Casado, Mateo",1895
"Simonet Castro, Bernardo",1974
"Sivilla Torres, Emili (or Emilio)","1866,doc.1891"
"Soler Forcada, Josep (or José)","1891,op.1910"
"Soligó Tena, Josep (or José)",1944
"Soria Santa Cruz, Enrique","1884,1892"
"Soriano Fort, José",1897
"Soto, Roberto","1879,1881"
"Suárez Peregrín, José",1941
"Subirats Samora, Josep",1954
"Summers Bradley, Francisco",1944
"Summers e Isern, Ricardo",1977
"Surribes i Riera, Francesc (or Francisco)",1944
"Surroca, Manuel",1951
"Talarn Anglès, Pelegrí (or Pelegrín)","1892,1894"
"Tamarit García, José",1951
"Tapiola Gironella, Josep Maria",1985
"Tàrrega Viladoms, Ricard (or Ricardo)",1971
"Tataret Balasch, Josep (or José)",1966
"Terencio Farré, José",1922
"Tharrats, Joan Josep (or Juan José)",1993
"Timón Ambrosio, Mariano",1945
"Toledo Pérez, José Gregorio",1964
"Toledo, Fernando de",1936
"Tordesillas de Lara, Julián",1912
"Torner Guerra, Alberto de",1944
"Torre Isunza, Pedro de",1951
"Torrent Riu, Ramón",1944
"Torres Clavero, Antonio",1948
"Torres González, Antonio",1951
"Tortosa, Francisco",1950
"Triadó Nolla, Alberto",1944
"Tubilla, Julio",1899
"Tusell Graner, Salvador",1894
"Uranga, Santiago",1962
"Uribe Aguirre, Guillermo",1951
"Uruñuela, Jesús",1951
"Valdecara y González, Germán",1887
"Valero Arbiol, Carles (or Carlos)",1950
"Vallcorba y Mexía, Cayetano","1883,doc.1929"
"Vallespín y Aivar, José",1858
"Vallmitjana Garrido, August (or Augusto)",1951
"Vargas Ruiz, Guillermo",1986
"Vázquez Aggerholm, Rafael",1951
"Velázquez Espino, Carlos",1951
"Veloso Molina, Ignacio",1915
"Verdes Montenegro, Elena","1924,1930"
"Vial Hugas, Eduard (or Eduardo)",1952
"Viaplana Casamala, Santiago","1866,1867"
"Vico Hernández, Miguel",1923
"Vidal Abascal, Enrique",1951
"Vidal Galicia, Francesc (or Francisco) (pseud.).",1944
"Vidal Riera, Mateo",1976
"Vidal y Compairé, Florencio","1906,1930"
"Vidal, José",1951
"Vidal, Juan",1876
"Vidal-Quadras Veiga, Aleix",1951
"Vila Cañellas, José María (or Josep Maria)",1988
"Vila García, César",1950
"Vilardebó Cirach, Guifré (or Wifredo)",1970
"Vilatobà Ros, Màrius (or Mario)",1944
"Villà Bassols, Guillem (or Guillermo)",1964
"Villa, Federico",1951
"Villalobos Díaz, Miguel",1922
"Villamil Marraci, Bernardo","1878,1884"
"Villanua Hervas, José",1951
"Villar, Cesáreo","1910,doc.1928"
"Villoro Agell, Joan (or Juan)",1944
"Vives, Màrius (or Mario)",1955
"Woevodsky, Nicolau (or Nicolás) de",1944
"Yanguas y Ortíz, Eugenio",1897
"Ylla Bach, Bernat Calvó",1981
"Zamorano, Angel",1884
"Zaragoza de Navas, Rómulo",1947
"Ziegler, Alberto (or Albert)",1939
